WKT,fid,sone,lokalitet,struktur_id,struktur_navn,funksjonskode,byverdi,bruksverdi,areal_m2,ET_1 (600–1100 evt.),ET_2 (1100–1200 evt.),ET_3 (1200–1300 evt.),ET_4 (1300–1400 evt.),ET_5 (1400–1500 evt.),ET_6 (1500–1537 evt.),utgravningsfase,utgravningsfase_fra (evt.),utgravningsfase_til (evt.),C14_samlet,C14_labid_1,C14_labid_2,C14_labid_3,C14_labid_4,utgravd_år,utgravd_av,utgravd_areal_m2,tbg_kode,niku_prosjektnummer,c_nr,kilde
"MULTIPOLYGON (((580214.313148413 6570862.57486035,580214.165342611 6570862.68982042,580214.871525886 6570863.29746649,580216.546658305 6570864.77552451,580217.860487654 6570865.71162792,580219.059356934 6570866.49992553,580220.061151814 6570867.12399447,580222.327507439 6570868.74985829,580222.475313241 6570868.60205248,580220.110420413 6570866.94334294,580218.40244226 6570865.87585659,580217.712681852 6570865.43243918,580216.513812572 6570864.4799129,580216.218161164 6570864.16264413,580219.821143104 6570859.74826204,580219.620756422 6570859.60512869,580216.003844008 6570863.96363534,580214.313148413 6570862.57486035)))",189,NØ,Baglergaten 2/4,"87",,32,Sivile konstruksjoner,Gjerde,3.47,0,0,1,0,0,0,6A,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580218.156099257 6570855.0696102,580216.858692775 6570855.98929074,580220.258226215 6570859.06036684,580219.979037478 6570859.70085864,580216.36600677 6570864.1843013,580222.869462045 6570868.63489822,580227.714207768 6570864.4799129,580225.858423813 6570862.55843747,580222.37677604 6570865.87585659,580218.993665467 6570863.11681496,580222.343930307 6570859.55305285,580220.258226214 6570856.95823989,580218.156099257 6570855.0696102)))",190,NØ,Baglergaten 2/4,213/219/221/287,,14,Transport,Passasje,44.09,0,0,1,0,0,0,6A,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580222.393198906 6570865.64593645,580225.283623473 6570862.85404909,580222.245393105 6570859.79939585,580219.174317003 6570862.98543201,580222.393198906 6570865.64593645)))",191,NØ,Baglergaten 2/4,"220",,31,Sivile konstruksjoner,Bygning,17.88,0,0,1,0,0,0,6A,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580222.179701638 6570859.01109824,580225.727040879 6570862.45990028,580228.781694114 6570859.27386411,580225.546389343 6570855.87433067,580222.179701638 6570859.01109824)))",192,NØ,Baglergaten 2/4,"198",,31,Sivile konstruksjoner,Bygning,21.73,0,0,1,0,0,0,6A,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580225.546389343 6570855.87433067,580225.727040879 6570855.77579346,580222.95157638 6570853.31236343,580220.373186283 6570856.69547402,580222.179701638 6570859.01109824,580225.546389343 6570855.87433067)))",193,NØ,Baglergaten 2/4,"165",,31,Sivile konstruksjoner,Bygning,14.79,0,0,1,0,0,0,6A,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580220.373186283 6570856.69547402,580222.95157638 6570853.31236343,580222.196124504 6570852.40910577,580218.435287994 6570854.88895866,580220.373186283 6570856.69547402)))",194,NØ,Baglergaten 2/4,"175",,31,Sivile konstruksjoner,Bygning,8.25,0,0,1,0,0,0,6A,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580211.242072311 6570861.7044484,580211.76760405 6570862.27924875,580212.490210193 6570861.49095114,580211.849718384 6570860.83403646,580211.242072311 6570861.7044484)))",195,NØ,Baglergaten 2/4,"77",,35,Sivile konstruksjoner,Brønn,0.89,0,0,1,0,0,0,6A,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580198.896825292 6570869.37937351,580199.479367656 6570870.57411361,580201.089379785 6570871.66564725,580203.310686042 6570868.50991695,580200.566840029 6570866.87467489,580198.410318405 6570868.36702743,580198.896825292 6570869.37937351)))",196,NØ,Baglergaten 2/4,74A+D,,31,Sivile konstruksjoner,Bygning,12.91,0,0,1,0,0,0,6B,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580211.68027094 6570875.04872066,580212.118902177 6570875.70666751,580212.902172242 6570875.14271306,580212.369548599 6570874.3907738,580211.68027094 6570875.04872066)))",197,NØ,Baglergaten 2/4,"19",,35,Sivile konstruksjoner,Brønn,0.82,0,0,1,0,0,0,6B,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580208.907373302 6570865.87049095,580209.760026717 6570866.43410932,580210.395903842 6570865.53810065,580209.557702179 6570864.97448229,580208.907373302 6570865.87049095)))",198,NØ,Baglergaten 2/4,"25",,35,Sivile konstruksjoner,Brønn,1.12,0,0,1,0,0,0,6B,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580201.18774021 6570871.69843405,580201.551431111 6570872.05584117,580203.227834439 6570873.61663048,580204.383974665 6570874.85948122,580205.829149948 6570876.50698103,580206.754062129 6570877.66312127,580208.228140919 6570879.3684281,580208.835114537 6570880.23553327,580209.124149592 6570880.03320873,580208.34375494 6570878.96377902,580206.696255118 6570877.14285817,580205.308886847 6570875.46645483,580203.401255473 6570873.44320944,580201.333286068 6570871.64283432,580201.18774021 6570871.69843405)))",199,NØ,Baglergaten 2/4,"190",,32,Sivile konstruksjoner,Gjerde,3.11,0,0,1,0,0,0,6B,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580230.867398207 6570862.26282587,580233.232291033 6570865.74447365,580233.248713901 6570865.58024498,580233.133753832 6570865.23536477,580230.867398207 6570862.26282587)))",200,NØ,Baglergaten 2/4,"559",,32,Sivile konstruksjoner,Gjerde,0.44,0,0,1,0,0,0,6B,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580233.478634035 6570865.62951359,580232.558953491 6570866.38496545,580231.113741208 6570868.02725215,580230.621055201 6570868.74164685,580230.555363736 6570869.34108149,580232.788873627 6570868.15863508,580232.920256563 6570867.0090344,580232.985948031 6570866.41781119,580233.215868167 6570866.15504532,580233.380096834 6570865.99081666,580233.478634035 6570865.62951359)))",201,NØ,Baglergaten 2/4,"282",,33,Sivile konstruksjoner,Grøft,3.33,0,0,1,0,0,0,6B,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580230.128369196 6570868.71701256,580233.150176697 6570865.76089652,580230.785283871 6570862.27924875,580226.909487292 6570865.56382212,580230.128369196 6570868.71701256)))",202,NØ,Baglergaten 2/4,"274",,31,Sivile konstruksjoner,Bygning,20.17,0,0,1,0,0,0,6B,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580226.71241289 6570865.62951359,580223.394993785 6570868.81554976,580226.482492754 6570871.60743711,580229.569991723 6570868.51993814,580226.71241289 6570865.62951359)))",203,NØ,Baglergaten 2/4,"279",,31,Sivile konstruksjoner,Bygning,18.43,0,0,1,0,0,0,6B,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580225.759886612 6570871.67312859,580226.055498217 6570871.57459138,580225.792732346 6570871.27897979,580225.004434737 6570870.45783644,580223.986216992 6570869.57100163,580223.460685252 6570869.11116135,580223.329302318 6570868.74985828,580223.460685252 6570868.45424668,580223.986216992 6570867.99440641,580224.577440199 6570867.60025761,580224.446057263 6570867.37033747,580223.493530985 6570868.02725215,580223.165073648 6570868.45424669,580223.033690714 6570868.81554976,580223.16507365 6570869.20969855,580223.493530986 6570869.57100163,580224.774514601 6570870.7206023,580225.759886612 6570871.67312859)))",204,NØ,Baglergaten 2/4,"211",,32,Sivile konstruksjoner,Gjerde,1.79,0,0,1,0,0,0,6B,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580218.288050751 6570855.01224459,580216.858692775 6570855.98929074,580220.258226215 6570859.06036684,580219.979037478 6570859.70085864,580216.36600677 6570864.1843013,580222.869462045 6570868.63489822,580227.260390883 6570864.86627326,580225.413109755 6570862.9805071,580222.37677604 6570865.87585659,580218.993665467 6570863.11681496,580222.245393105 6570859.79939585,580222.179701638 6570859.01109824,580222.115831162 6570858.46214189,580220.373186283 6570856.69547402,580218.288050751 6570855.01224459)))",205,NØ,Baglergaten 2/4,221/248,,14,Transport,Passasje,44.35,0,0,1,0,0,0,6B,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580222.393198906 6570865.64593645,580225.283623473 6570862.85404909,580222.245393105 6570859.79939585,580219.174317003 6570862.98543201,580222.393198906 6570865.64593645)))",206,NØ,Baglergaten 2/4,"220",,31,Sivile konstruksjoner,Bygning,17.88,0,0,1,0,0,0,6B,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580222.179701638 6570859.01109824,580225.727040879 6570862.45990028,580228.929678778 6570858.85298834,580225.843395819 6570855.62495094,580222.179701638 6570859.01109824)))",207,NØ,Baglergaten 2/4,"183",,31,Sivile konstruksjoner,Bygning,23.07,0,0,1,0,0,0,6B,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580220.373186283 6570856.69547402,580222.95157638 6570853.31236343,580222.196124504 6570852.40910577,580218.435287994 6570854.88895866,580220.373186283 6570856.69547402)))",208,NØ,Baglergaten 2/4,"175",,31,Sivile konstruksjoner,Bygning,8.25,0,0,1,0,0,0,6B,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580211.242072311 6570861.7044484,580211.76760405 6570862.27924875,580212.490210193 6570861.49095114,580211.849718384 6570860.83403646,580211.242072311 6570861.7044484)))",209,NØ,Baglergaten 2/4,"77",,35,Sivile konstruksjoner,Brønn,0.89,0,0,1,0,0,0,6B,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580202.792601238 6570865.3603442,580216.695986331 6570875.19841202,580218.078194205 6570873.45032558,580204.662647186 6570864.10009584,580202.792601238 6570865.3603442)))",210,NØ,Baglergaten 2/4,"117",,14,Transport,Passasje,36.17,0,0,1,0,0,0,6B,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580225.389056614 6570862.59565687,580227.448005372 6570864.67384814,580230.738474883 6570861.55656124,580228.781694114 6570859.27386411,580225.389056614 6570862.59565687)))",211,NØ,Baglergaten 2/4,"244",,31,Sivile konstruksjoner,Bygning,13.76,0,0,1,0,0,0,6B,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580214.313148413 6570862.57486035,580214.165342611 6570862.68982042,580214.871525886 6570863.29746649,580216.546658305 6570864.77552451,580217.860487654 6570865.71162792,580219.059356934 6570866.49992553,580220.061151814 6570867.12399447,580222.327507439 6570868.74985829,580222.475313241 6570868.60205248,580220.110420413 6570866.94334294,580218.40244226 6570865.87585659,580217.712681852 6570865.43243918,580216.513812572 6570864.4799129,580216.218161164 6570864.16264413,580219.821143104 6570859.74826204,580219.620756422 6570859.60512869,580216.003844008 6570863.96363534,580214.313148413 6570862.57486035)))",212,NØ,Baglergaten 2/4,"87",,32,Sivile konstruksjoner,Gjerde,3.47,0,0,1,0,0,0,6B,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580198.896825292 6570869.37937351,580199.479367656 6570870.57411361,580201.089379785 6570871.66564725,580203.310686042 6570868.50991695,580200.566840029 6570866.87467489,580198.410318405 6570868.36702743,580198.896825292 6570869.37937351)))",213,NØ,Baglergaten 2/4,74A+D,,31,Sivile konstruksjoner,Bygning,12.91,0,0,1,0,0,0,"7",1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580211.68027094 6570875.04872066,580212.118902177 6570875.70666751,580212.902172242 6570875.14271306,580212.369548599 6570874.3907738,580211.68027094 6570875.04872066)))",214,NØ,Baglergaten 2/4,"19",,35,Sivile konstruksjoner,Brønn,0.82,0,0,1,0,0,0,"7",1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580208.907373302 6570865.87049095,580209.760026717 6570866.43410932,580210.395903842 6570865.53810065,580209.557702179 6570864.97448229,580208.907373302 6570865.87049095)))",215,NØ,Baglergaten 2/4,"25",,35,Sivile konstruksjoner,Brønn,1.12,0,0,1,0,0,0,"7",1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580201.18774021 6570871.69843405,580201.551431111 6570872.05584117,580203.227834439 6570873.61663048,580204.383974665 6570874.85948122,580205.829149948 6570876.50698103,580206.754062129 6570877.66312127,580208.228140919 6570879.3684281,580208.835114537 6570880.23553327,580209.124149592 6570880.03320873,580208.34375494 6570878.96377902,580206.696255118 6570877.14285817,580205.308886847 6570875.46645483,580203.401255473 6570873.44320944,580201.333286068 6570871.64283432,580201.18774021 6570871.69843405)))",216,NØ,Baglergaten 2/4,"190",,32,Sivile konstruksjoner,Gjerde,3.11,0,0,1,0,0,0,"7",1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580230.867398207 6570862.26282587,580233.232291033 6570865.74447365,580233.248713901 6570865.58024498,580233.133753832 6570865.23536477,580230.867398207 6570862.26282587)))",217,NØ,Baglergaten 2/4,"559",,32,Sivile konstruksjoner,Gjerde,0.44,0,0,1,0,0,0,"7",1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580230.128369196 6570868.71701256,580233.150176697 6570865.76089652,580230.785283871 6570862.27924875,580226.909487292 6570865.56382212,580230.128369196 6570868.71701256)))",218,NØ,Baglergaten 2/4,"274",,31,Sivile konstruksjoner,Bygning,20.17,0,0,1,0,0,0,"7",1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580226.71241289 6570865.62951359,580223.394993785 6570868.81554976,580226.482492754 6570871.60743711,580229.569991723 6570868.51993814,580226.71241289 6570865.62951359)))",219,NØ,Baglergaten 2/4,"279",,31,Sivile konstruksjoner,Bygning,18.43,0,0,1,0,0,0,"7",1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580225.759886612 6570871.67312859,580226.055498217 6570871.57459138,580225.792732346 6570871.27897979,580225.004434737 6570870.45783644,580223.986216992 6570869.57100163,580223.460685252 6570869.11116135,580223.329302318 6570868.74985828,580223.460685252 6570868.45424668,580223.986216992 6570867.99440641,580224.577440199 6570867.60025761,580224.446057263 6570867.37033747,580223.493530985 6570868.02725215,580223.165073648 6570868.45424669,580223.033690714 6570868.81554976,580223.16507365 6570869.20969855,580223.493530986 6570869.57100163,580224.774514601 6570870.7206023,580225.759886612 6570871.67312859)))",220,NØ,Baglergaten 2/4,"211",,32,Sivile konstruksjoner,Gjerde,1.79,0,0,1,0,0,0,8A,1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580222.161661361 6570867.08968034,580222.869462045 6570868.63489822,580227.448005372 6570864.67384814,580226.076205235 6570863.27550939,580222.161661361 6570867.08968034)))",221,NØ,Baglergaten 2/4,"248",,14,Transport,Passasje,10.3,0,0,1,0,0,0,"7",1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580222.393198906 6570865.64593645,580225.283623473 6570862.85404909,580222.206829174 6570860.27435908,580219.597133259 6570863.26547209,580222.393198906 6570865.64593645)))",222,NØ,Baglergaten 2/4,"154",,31,Sivile konstruksjoner,Bygning,15.32,0,0,1,0,0,0,"7",1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
"MULTIPOLYGON (((580221.97597146 6570858.78883987,580225.727040879 6570862.45990028,580228.179017907 6570859.55167406,580225.027308223 6570855.73750311,580221.97597146 6570858.78883987)))",223,NØ,Baglergaten 2/4,"94",,31,Sivile konstruksjoner,Bygning,20.6,0,0,1,0,0,0,"7",1250,1300,,,,,,1981–1982,Riksantikvaren,893,TS,,C36399,"Brendalsmo, Jan. 1986. Innberetning over de arkeologiske utgravingene i Baglergaten 2–4, Tønsberg, 1981–81. Riksantikvaren."
